id,total_tweets,covid_tweets,is_covid,covid_pct,covid,non_covid,covid_group
471,57,7.0,True,0.12280701754385966,1,0,vrlo_rijetko
472,49,6.0,True,0.12244897959183673,1,0,vrlo_rijetko
473,156,19.0,True,0.1217948717948718,1,0,vrlo_rijetko
474,206,25.0,True,0.12135922330097088,1,0,vrlo_rijetko
475,33,4.0,True,0.12121212121212124,1,0,vrlo_rijetko
476,66,8.0,True,0.12121212121212124,1,0,vrlo_rijetko
477,33,4.0,True,0.12121212121212124,1,0,vrlo_rijetko
478,66,8.0,True,0.12121212121212124,1,0,vrlo_rijetko
479,33,4.0,True,0.12121212121212124,1,0,vrlo_rijetko
480,430,52.0,True,0.12093023255813952,1,0,vrlo_rijetko
481,216,26.0,True,0.12037037037037035,1,0,vrlo_rijetko
482,75,9.0,True,0.12,1,0,vrlo_rijetko
484,360,43.0,True,0.11944444444444445,1,0,vrlo_rijetko
485,176,21.0,True,0.11931818181818182,1,0,vrlo_rijetko
486,118,14.0,True,0.11864406779661014,1,0,vrlo_rijetko
487,59,7.0,True,0.11864406779661014,1,0,vrlo_rijetko
488,135,16.0,True,0.11851851851851852,1,0,vrlo_rijetko
489,110,13.0,True,0.11818181818181818,1,0,vrlo_rijetko
491,34,4.0,True,0.1176470588235294,1,0,vrlo_rijetko
492,17,2.0,True,0.1176470588235294,1,0,vrlo_rijetko
494,102,12.0,True,0.1176470588235294,1,0,vrlo_rijetko
495,102,12.0,True,0.1176470588235294,1,0,vrlo_rijetko
496,17,2.0,True,0.1176470588235294,1,0,vrlo_rijetko
497,17,2.0,True,0.1176470588235294,1,0,vrlo_rijetko
498,17,2.0,True,0.1176470588235294,1,0,vrlo_rijetko
499,3062,358.0,True,0.11691704768125408,1,0,vrlo_rijetko
500,77,9.0,True,0.11688311688311688,1,0,vrlo_rijetko
501,197,23.0,True,0.116751269035533,1,0,vrlo_rijetko
502,293,34.0,True,0.11604095563139932,1,0,vrlo_rijetko
503,1158,134.0,True,0.1157167530224525,1,0,vrlo_rijetko
504,839,97.0,True,0.11561382598331345,1,0,vrlo_rijetko
